acceptedDate,accountPayables,accountsPayables,accountsReceivables,accumulatedOtherComprehensiveIncomeLoss,acquisitionsNet,calendarYear,capitalExpenditure,capitalLeaseObligations,cashAndCashEquivalents,cashAndShortTermInvestments,cashAtBeginningOfPeriod,cashAtEndOfPeriod,changeInWorkingCapital,cik,commonStock,commonStockIssued,commonStockRepurchased,costAndExpenses,costOfRevenue,date,debtRepayment,deferredIncomeTax,deferredRevenue,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,depreciationAndAmortization,dividendsPaid,ebitda,ebitdaratio,effectOfForexChangesOnCash,eps,epsdiluted,fillingDate,finalLink,freeCashFlow,generalAndAdministrativeExpenses,goodwill,goodwillAndIntangibleAssets,grossProfit,grossProfitRatio,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,intangibleAssets,interestExpense,interestIncome,inventory,investmentsInPropertyPlantAndEquipment,link,longTermDebt,longTermInvestments,minorityInterest,netCashProvidedByOperatingActivities,netCashUsedForInvestingActivites,netCashUsedProvidedByFinancingActivities,netChangeInCash,netDebt,netIncome,netIncomeRatio,netReceivables,operatingCashFlow,operatingExpenses,operatingIncome,operatingIncomeRatio,otherAssets,otherCurrentAssets,otherCurrentLiabilities,otherExpenses,otherFinancingActivites,otherInvestingActivites,otherLiabilities,otherNonCashItems,otherNonCurrentAssets,otherNonCurrentLiabilities,otherWorkingCapital,othertotalStockholdersEquity,period,preferredStock,propertyPlantEquipmentNet,purchasesOfInvestments,reportedCurrency,researchAndDevelopmentExpenses,retainedEarnings,revenue,salesMaturitiesOfInvestments,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,shortTermDebt,shortTermInvestments,stockBasedCompensation,symbol,taxAssets,taxPayables,totalAssets,totalCurrentAssets,totalCurrentLiabilities,totalDebt,totalEquity,totalInvestments,totalLiabilities,totalLiabilitiesAndStockholdersEquity,totalLiabilitiesAndTotalEquity,totalNonCurrentAssets,totalNonCurrentLiabilities,totalOtherIncomeExpensesNet,totalStockholdersEquity,weightedAverageShsOut,weightedAverageShsOutDil
2024-01-31 06:51:16,25606000000,10019000000,-14210000000,1276000000,13090000000,2023,-38896000000,5726000000,14392000000,30230000000,12653000000,14392000000,-12245000000,0000353278,451000000,0,-29924000000,129687000000,35765000000,2023-12-31,-1467000000,20991000000,107594000000,7391000000,10162000000,9413000000,-31767000000,112940000000,0.4862632986,-119000000,18.67,18.62,2024-01-31,https://www.sec.gov/Archives/edgar/data/353278/000162828024002635/nvo-20231231.htm,70012000000,4855000000,4464000000,60406000000,196496000000,0.8460137518,104674000000,0.4506740262,20991000000,55942000000,542000000,1069000000,-7423000000,-38896000000,https://www.sec.gov/Archives/edgar/data/353278/000162828024002635/0001628280-24-002635-index.htm,20528000000,1663000000,0,108908000000,-43892000000,-63158000000,1739000000,12614000000,83683000000,0.3602972518,75261000000,108908000000,93922000000,102574000000,0.4416324738,0,2344000000,29977000000,-119000000,0,-13090000000,0,4917000000,1430000000,189000000,-631000000,-5000000,FY,0,90961000000,-13289000000,DKK,32443000000,104839000000,232261000000,8293000000,56743000000,61598000000,6478000000,15838000000,2149000000,NVO,20380000000,7116000000,314486000000,139646000000,169655000000,27006000000,106561000000,17501000000,207925000000,314486000000,314486000000,174840000000,38270000000,1770000000,106561000000,4482800000,4494800000
